0.999128 38.9005 0.0050425
0.996477 18.7357 0.00504251
0.995019 34.1517 0.00504338
0.976987 19.4489 0.00504484
0.982134 14.7057 0.00504519
0.999632 85.8837 0.00504658
0.997202 43.8791 0.00504963
0.992603 30.7292 0.00505053
0.958481 17.5079 0.00505061
0.979972 20.4951 0.00505072
0.956102 18.2627 0.00505149
0.933033 17.6055 0.00505225
0.989856 28.3179 0.00505242
0.992937 12.963 0.00505319
0.989023 22.9311 0.00505412
0.996304 30.5628 0.00505545
0.998825 50.0182 0.00505621
0.988592 24.8963 0.00505623
0.999744 111.649 0.00505719
0.998154 31.7791 0.00505767
0.980356 28.5994 0.00505834
0.989916 27.6485 0.00505865
0.997036 25.9017 0.00505962
0.982542 33.4006 0.00505996
0.979205 17.4075 0.00506137
0.999745 72.5065 0.0050621
0.998638 28.6482 0.00506248
0.978943 14.948 0.00506268
0.981008 14.2291 0.00506359
0.996201 23.6221 0.00506441
0.992827 34.7039 0.00506453
0.976227 14.6839 0.00506645
0.996396 32.5052 0.00506683
0.989536 23.9814 0.00506732
0.99359 31.0916 0.00506739
0.658079 31.3921 0.00506835
0.547354 22.3483 0.00506851
0.537875 13.4018 0.00506914
0.9979 34.9149 0.00507155
0.97396 13.3498 0.00507305
0.99668 39.3475 0.00507332
0.997182 30.0239 0.00507504
0.981712 9.5499 0.00507655
0.981234 19.5419 0.00507734
0.971102 15.2556 0.00507742
0.967564 11.9941 0.00507811
0.986359 18.9902 0.00507869
0.95456 11.5022 0.00507889
0.999332 51.9727 0.00508155
0.995303 29.7166 0.00508193
0.979978 9.87469 0.00508298
0.998394 27.77 0.00508354
0.982334 8.52533 0.00508369
0.99851 43.3376 0.00508375
0.994059 29.213 0.00508583
0.989093 24.2275 0.00508586
0.884105 7.13171 0.0050874
0.999912 105.42 0.00508804
0.997151 28.9764 0.0050897
0.988776 20.4588 0.00508993
0.999215 31.4806 0.00509032
0.988028 10.6049 0.00509068
0.996537 23.2546 0.00509113
0.951337 6.38579 0.00509141
0.970645 19.5289 0.00509225
0.950744 9.33938 0.0050927
0.992395 20.5568 0.00509392
0.984339 20.3031 0.00509432
0.999517 96.3007 0.00509472
0.997353 18.0022 0.00509671
0.98937 11.8425 0.00509693
0.990765 15.989 0.00509999
0.359915 9.07645 0.0051003
0.31241 13.932 0.00510041
0.993252 16.5592 0.00510141
0.970856 9.00681 0.00510218
0.994753 16.3182 0.00510284
0.981995 15.3289 0.00510344
0.999072 45.7934 0.00510445
0.453035 4.83986 0.00510529
0.763735 9.74091 0.00510701
0.3535 4.86032 0.00510726
0.993503 32.0019 0.00510796
0.997128 40.7783 0.00510808
0.995707 12.2899 0.00510851
0.992178 20.4354 0.00510857
0.999652 100.818 0.00511085
0.999899 228.46 0.00511252
0.996573 26.0154 0.00511398
0.998434 61.9117 0.00511438
0.986998 17.213 0.00511452
0.976238 16.775 0.0051146
0.994049 22.8314 0.00511471
0.99441 24.2185 0.00511524
0.994384 32.5053 0.00511637
0.954173 8.84799 0.00511707
0.99864 17.8643 0.00511811
0.990051 12.8217 0.00511847
0.979235 9.52549 0.00511912
0.963644 9.94314 0.00511944
0.996585 16.0959 0.00512005
0.928569 8.38935 0.00512132
0.998588 57.4655 0.00512228
0.998667 76.1938 0.00512349
0.995188 32.6177 0.00512492
0.949176 13.0358 0.00512518
0.992351 28.9491 0.00512656
0.995165 27.7706 0.00512761
0.986448 14.0845 0.00512806
0.985478 18.3012 0.00512852
0.985067 16.5066 0.00512928
0.998123 21.9406 0.00512942
0.996559 26.0515 0.00513122
0.999308 122.928 0.00513144
0.991991 13.6154 0.00513156
0.990976 15.2457 0.00513325
0.995865 22.6989 0.00513415
0.995907 14.9862 0.00513458
0.999887 189.837 0.005135
0.989582 20.6979 0.00513548
0.97589 15.8596 0.00513614
0.976654 7.87175 0.00513668
0.99914 22.2007 0.00513794
0.909803 15.2103 0.00513821
0.484932 11.0528 0.00513826
0.979259 14.776 0.00513922
0.99463 27.5653 0.00514034
0.517269 6.48551 0.00514107
0.999918 373.611 0.00514483
0.999111 153.032 0.00514515
0.957375 10.5472 0.00514685
0.998764 94.4827 0.00514707
0.978765 10.0956 0.00514717
0.996122 30.9296 0.00514724
0.966459 11.2124 0.00514733
0.977041 22.7871 0.0051476
0.924668 12.5818 0.00514772
0.997442 40.9818 0.00514849
0.999314 70.1267 0.00514931
0.97679 14.4096 0.00514952
0.994781 24.9754 0.00515179
0.980957 17.0528 0.00515325
0.992931 20.8252 0.00515365
0.999358 75.0318 0.00515499
0.997434 29.2649 0.00515679
0.998124 20.7886 0.00515798
0.988629 18.6356 0.00516007
0.999477 110.772 0.00516094
0.973515 15.2765 0.00516168
0.99986 108.211 0.00516198
0.990108 25.8549 0.00516386
0.998437 30.4376 0.005164
0.976497 8.31328 0.00516434
0.997513 39.3181 0.00516822
0.994229 23.118 0.00516845
0.976518 12.9166 0.00516949
0.999369 90.0658 0.00516949
0.3894 16.595 0.00517074
0.392403 14.6126 0.00517087
0.555422 15.4307 0.0051709
0.978639 13.1567 0.00517124
0.998775 62.9907 0.00517135
0.998023 25.8634 0.00517183
0.998324 40.0298 0.00517194
0.873449 8.91938 0.00517206
0.995647 22.9111 0.00517285
0.954083 10.0883 0.00517317
0.968239 9.80634 0.00517346
0.996162 23.4206 0.00517382
0.98743 13.3112 0.00517409
0.995872 26.1867 0.00517432
0.994134 31.4556 0.00517591
0.979641 21.602 0.00517659
0.995396 14.6164 0.00517937
0.977434 9.02651 0.00517939
0.992314 20.0337 0.00517968
0.972072 10.6826 0.00518138
0.989622 24.1496 0.00518226
0.975097 11.7066 0.00518306
0.996269 12.7428 0.0051839
0.978815 14.3895 0.00518431
0.999759 150.912 0.00518475
0.996975 38.1148 0.0051848
0.997352 61.1361 0.00518708
0.989625 28.8174 0.00518711
0.99966 44.8902 0.00518801
0.993766 26.1171 0.00518827
0.987526 19.8321 0.00518829
0.952492 9.97195 0.00519099
0.998989 54.9072 0.0051922
0.986784 7.74957 0.00519268
0.981274 14.7664 0.00519312
0.997566 38.9304 0.0051933
0.966661 14.6208 0.00519518
0.986325 15.7304 0.00519763
0.994008 24.2263 0.00519805
0.999693 97.0258 0.00519833
0.992087 19.7768 0.00519864
0.988217 17.2137 0.00519867
0.992966 21.5072 0.0052005
0.998329 46.7821 0.00520168
0.987359 26.7322 0.00520169
0.993822 10.7745 0.00520181
0.983781 12.0079 0.0052021
0.761398 8.70694 0.00520238
0.993928 22.7659 0.00520382
0.992395 32.2301 0.00520394
0.973117 13.5547 0.0052043
0.977586 11.0139 0.00520431
0.998536 59.3035 0.00520472
0.761694 8.02368 0.00520574
0.990115 36.6047 0.00520576
0.934961 7.94166 0.00520604
0.99909 59.7866 0.00520711
0.999873 156.52 0.00520768
0.991818 34.7774 0.00520788
0.974892 13.6025 0.00520861
0.998359 13.1967 0.0052115
0.885328 10.5571 0.00521204
0.98696 17.9319 0.00521237
0.993212 20.2511 0.00521329
0.999407 75.1898 0.00521351
0.999116 39.4106 0.00521488
0.818208 12.7095 0.00521532
0.96121 9.60723 0.00521593
0.976494 13.0775 0.00521877
0.999436 67.764 0.00521951
0.99751 38.7741 0.00522137
0.992727 21.0426 0.00522158
0.951872 10.9086 0.00522267
0.989499 15.532 0.0052227
0.974095 14.3333 0.00522304
0.980191 11.3359 0.00522345
0.986101 17.4142 0.00522402
0.968575 10.7112 0.0052246
0.987596 20.0695 0.00522514
0.993606 35.336 0.00522774
0.998315 31.4027 0.00522929
0.990534 18.194 0.00522999
0.998081 25.033 0.00523267
0.983543 20.2953 0.005233
0.999886 149.289 0.0052375
0.999012 68.985 0.00523779
0.986976 24.7804 0.00523811
0.99843 49.3207 0.00523901
0.970659 13.6571 0.00524086
0.962831 10.4072 0.00524341
0.991728 17.5495 0.00524432
0.749835 8.32036 0.00525038
0.996419 23.9288 0.00525124
0.99277 11.8499 0.00525183
0.981367 16.018 0.00525265
0.992003 23.9219 0.00525317
0.995467 23.6651 0.00525416
0.99923 59.395 0.0052545
0.999592 46.906 0.00525468
0.999828 142.732 0.00525522
0.946114 9.77461 0.00525557
0.997401 22.3774 0.00525594
0.998049 66.9003 0.00525628
0.980245 14.0887 0.00525764
0.999859 115.378 0.0052578
0.999157 27.0156 0.00525989
0.952686 15.7604 0.0052599
0.99203 21.8555 0.00526002
0.988288 10.5039 0.0052605
0.998246 44.7501 0.00526215
0.995106 31.5238 0.00526216
0.980654 14.8615 0.00526274
0.997448 33.4811 0.0052631
0.97132 12.3929 0.00526329
0.998237 21.9591 0.00526493
0.995332 12.2145 0.00526535
0.989179 18.5193 0.0052655
